# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
# Number of images: 240, mean observations per image: TBD
80 0.7658692150466963 0.633443463311921 0.07037854926612318 -0.08509162141099476 0 0 0 80 image_80.png

81 0.907561557932101 0.3069928630640014 -0.09180489979764163 0.27140239675575784 0 0 0 81 image_81.png

82 0.5747064199049245 0.19440086720541916 -0.25471761499895845 0.7530204315681535 0 0 0 82 image_82.png

83 0.46750831378549157 0.3866718715725465 -0.5066444714658818 0.6125620130314055 0 0 0 83 image_83.png

84 0.5243085556059484 0.6339189153874157 -0.4381130544921339 0.362359350253335 0 0 0 84 image_84.png

85 0.7382770850352005 0.6106222630043765 -0.18260396950103364 0.22077859488140342 0 0 0 85 image_85.png

86 0.022332947263252963 0.007554374365216357 -0.32033684975881815 0.9470102816659823 0 0 0 86 image_86.png

87 0.8937590617335135 0.30232401176690343 0.10617413527103092 -0.3138821187609188 0 0 0 87 image_87.png

88 0.6371640089369645 0.7703675727561654 0.018167248941246248 -0.015025965095690206 0 0 0 88 image_88.png

89 0.2635983205027422 0.7792744104565906 -0.5385709147490592 0.18217762876387592 0 0 0 89 image_89.png

90 -0.21118506313968502 -0.25533473509993176 0.7270491127225542 -0.6013357047835108 0 0 0 90 image_90.png

91 -0.4381130610562575 -0.36235937918887884 -0.5243085399550983 0.6339189072554307 0 0 0 91 image_91.png

92 0.5066444714658818 0.6125620130314055 0.46750831378549157 -0.3866718715725465 0 0 0 92 image_92.png

93 0.254717615978833 0.7530204344649518 0.5747064221157658 -0.19440084816473982 0 0 0 93 image_93.png

94 0.09180489165738279 0.27140239696030505 0.9075615586161009 -0.30699286329537206 0 0 0 94 image_94.png

95 0.18260396814052807 0.2207785932364747 0.7382770896264563 -0.6106222584548862 0 0 0 95 image_95.png

96 -0.5385709181423824 -0.18217762991170544 -0.26359829826126924 0.779274415366492 0 0 0 96 image_96.png

97 0.7270491127225542 0.6013357047835108 0.21118506313968502 -0.25533473509993176 0 0 0 97 image_97.png

98 0.32033684978261673 0.9470102817363379 0.022332947264912133 -0.007554364531432828 0 0 0 98 image_98.png

99 -0.10617412702877542 -0.31388211903873336 0.8937590625245725 -0.302324012034488 0 0 0 99 image_99.png

100 0.01816724893464594 0.015025989268885678 -0.6371640087054776 0.7703675724762847 0 0 0 100 image_100.png

101 0.7175367356634519 0.24271484222047157 -0.2091943060468397 0.6184401997419884 0 0 0 101 image_101.png

102 0.21698938085916497 0.07339909178001815 -0.311905969672866 0.9220861391446321 0 0 0 102 image_102.png

103 0.17651505568850076 0.14599400472184257 -0.620394657203279 0.7500924309804692 0 0 0 103 image_103.png

104 -0.3305610081186389 -0.39966711355204493 0.6588341602694199 -0.5449157435041257 0 0 0 104 image_104.png

105 0.5836969660929523 0.48277044890497056 -0.41609669027602775 0.5030845751752997 0 0 0 105 image_105.png

106 -0.3664405137985361 -0.12395261561178403 -0.29548014055592603 0.8735265224749117 0 0 0 106 image_106.png

107 0.944009439475792 0.31932176504466875 -0.026577565592097983 0.07857112419048301 0 0 0 107 image_107.png

108 0.5877229362345103 0.7105904840911784 -0.2980895666697989 0.24654720518708387 0 0 0 108 image_108.png

109 -0.16619092301360514 -0.49130945617918964 0.8099026210333343 -0.27395864618611726 0 0 0 109 image_109.png

110 0.05286391483324401 0.06391550845584826 0.7679264586767945 -0.6351449978953241 0 0 0 110 image_110.png

111 0.6588341448837005 0.5449157514408233 0.33056102869053683 -0.3996671110788326 0 0 0 111 image_111.png

112 0.6203946572032791 0.7500924309804693 0.1765150556885008 -0.1459940047218426 0 0 0 112 image_112.png

113 0.31190595526973625 0.9220861443392591 0.2169893820815875 -0.07339908411338102 0 0 0 113 image_113.png

114 0.20919430538781422 0.6184401977937143 0.7175367334029937 -0.24271485443528742 0 0 0 114 image_114.png

115 0.4160966884579235 0.5030845729771083 0.5836969763069981 -0.48277044041330663 0 0 0 115 image_115.png

116 0.8099026214686209 0.2739586555327115 0.16619090470421807 -0.4913094564432466 0 0 0 116 image_116.png

117 0.7679264586767945 0.6351449978953241 -0.05286391483324401 0.06391550845584826 0 0 0 117 image_117.png

118 0.29548014055592603 0.8735265224749117 -0.3664405137985361 0.12395261561178403 0 0 0 118 image_118.png

119 0.026577569669516996 0.07857112457827889 0.9440094441350478 -0.31932175083574343 0 0 0 119 image_119.png

120 -0.2980895660782784 -0.2465471627576214 -0.5877229560383601 0.7105904826811027 0 0 0 120 image_120.png

121 0.05682906108760476 0.019223052532753363 -0.3198487442795081 0.9455674025948897 0 0 0 121 image_121.png

122 -0.5098148861205453 -0.1724505794017765 -0.27006214038416926 0.7983833790134965 0 0 0 122 image_122.png

123 -0.4147207834498916 -0.3430117969192143 -0.5371654050329506 0.6494635529302208 0 0 0 123 image_123.png

124 0.1602303834093744 0.1937276390697433 0.7458323135134405 -0.6168711260969646 0 0 0 124 image_124.png

125 0.046228928504523994 0.03823553137725548 -0.6361932170730674 0.7691938122865026 0 0 0 125 image_125.png

126 0.8817268752894974 0.29825398955799653 0.11712094151343648 -0.34624407599836815 0 0 0 126 image_126.png

127 0.6017662544937912 0.20355413447377582 -0.2474640707765514 0.7315768059239193 0 0 0 127 image_127.png

128 -0.2329586728025727 -0.2816602726768285 0.7172612641523132 -0.5932402772134613 0 0 0 128 image_128.png

129 0.080556464745246 0.23814871233547716 0.916849176162213 -0.3101345433378447 0 0 0 129 image_129.png

130 0.49221681537874407 0.5951181980740899 0.4895207729181452 -0.4048781913873326 0 0 0 130 image_130.png

131 0.745832311297073 0.6168711283949887 -0.16023038400627912 0.193727639791435 0 0 0 131 image_131.png

132 0.5371654050329506 0.6494635529302208 -0.4147207834498916 0.3430117969192143 0 0 0 132 image_132.png

133 0.2700621317327076 0.7983833810256162 -0.5098148874054024 0.17245057983639375 0 0 0 133 image_133.png

134 0.31984874421894965 0.945567402415861 0.056829061076845044 -0.01922306237846544 0 0 0 134 image_134.png

135 0.6361932128042966 0.7691938168115361 0.04622892819433411 -0.03823551174825971 0 0 0 135 image_135.png

136 0.91684918480475 0.31013451375612655 -0.08055647363088744 0.23814871458034917 0 0 0 136 image_136.png

137 0.48952077291814516 0.40487819138733255 -0.492216815378744 0.5951181980740898 0 0 0 137 image_137.png

138 -0.11712092484528495 -0.3462440766837031 0.8817268770347353 -0.2982539901483428 0 0 0 138 image_138.png

139 0.24746407555685493 0.7315768050020438 0.6017662537354928 -0.20355413421727295 0 0 0 139 image_139.png

140 0.7172612783608958 0.5932402474150876 0.23295869819244777 -0.281660278256376 0 0 0 140 image_140.png

141 -0.523289039933056 -0.17700836420118543 -0.2670969485258079 0.7896175275264368 0 0 0 141 image_141.png

142 0.8874752639251583 0.3001984557146645 0.11204307056480574 -0.33123238586513754 0 0 0 142 image_142.png

143 0.7219374199021623 0.597107873932306 0.2228585886132845 -0.26944869291637913 0 0 0 143 image_143.png

144 0.49901624726107147 0.6033390720531546 0.47935185911841316 -0.39646758286553047 0 0 0 144 image_144.png

145 -0.4256816617063547 -0.3520774421186595 -0.5312675760624614 0.6423327488637144 0 0 0 145 image_145.png

146 0.912676081405766 0.3087229394585459 -0.085807467070859 0.2536722209402803 0 0 0 146 image_146.png

147 0.040775794056748776 0.0137928623834608 -0.3201289049191689 0.9463955704680608 0 0 0 147 image_147.png

148 0.17067482130387254 0.20635556172202957 0.7424376212285456 -0.6140634056054599 0 0 0 148 image_148.png

149 0.2508824777138944 0.7416827037617238 0.5892656567695129 -0.19932570097413693 0 0 0 149 image_149.png

150 0.6367504122316052 0.7698675232432399 0.033170009975583205 -0.027434642633355877 0 0 0 150 image_150.png

151 0.47935185973594935 0.39646758337628907 -0.4990162602528523 0.6033390604815088 0 0 0 151 image_151.png

152 -0.2228585886132845 -0.26944869291637913 0.7219374199021623 -0.597107873932306 0 0 0 152 image_152.png

153 -0.11204305426745517 -0.33123238732305765 0.8874752678313828 -0.3001984486407345 0 0 0 153 image_153.png

154 0.26709695768955444 0.7896175316465435 -0.5232890301572185 0.1770083608943992 0 0 0 154 image_154.png

155 0.5312675554533698 0.6423327635937199 -0.4256816637811416 0.3520774438346969 0 0 0 155 image_155.png

156 0.5892656450185854 0.19932569699925423 -0.25088249280190417 0.7416827090623689 0 0 0 156 image_156.png

157 0.033170009975583205 0.027434642633355877 -0.6367504122316052 0.7698675232432399 0 0 0 157 image_157.png

158 0.08580747560670798 0.25367222204121787 0.9126760853667806 -0.3087229244715146 0 0 0 158 image_158.png

159 0.32012888605641576 0.9463955769967426 0.040775793659652976 -0.013792853392479473 0 0 0 159 image_159.png

160 0.7424376215199465 0.6140634099965258 -0.17067480245374944 0.20635556319764406 0 0 0 160 image_160.png

161 0.30418247050455227 0.10289310695408922 -0.30345636190840913 0.897106609939083 0 0 0 161 image_161.png

162 -0.2812172286161883 -0.09512487816433772 -0.30598041720044694 0.9045684673773958 0 0 0 162 image_162.png

163 -0.22876269299178936 -0.18920757375655645 -0.6086084839763489 0.7358422640486966 0 0 0 163 image_163.png

164 -0.008123272718919423 -0.00982150248472733 0.7705191659584882 -0.6372893890689788 0 0 0 164 image_164.png

165 0.2474442874257303 0.20465893897202572 -0.603588017454538 0.7297722579712917 0 0 0 165 image_165.png

166 0.7592015349700426 0.25680842323525266 0.19163035905360445 -0.5665159031691354 0 0 0 166 image_166.png

167 0.7733948241198549 0.26160946384600403 -0.1850222725643915 0.5469805235160874 0 0 0 167 image_167.png

168 -0.38116118734276766 -0.4608455571040151 0.6175901706163823 -0.5108031939200942 0 0 0 168 image_168.png

169 -0.004084018188532595 -0.012073555269294994 0.947196635856223 -0.32039987996447283 0 0 0 169 image_169.png

170 0.36801744562601274 0.44495403956711327 0.6291360190185893 -0.5203526995810186 0 0 0 170 image_170.png

171 0.7705191641492065 0.6372893915713405 0.008123247972570705 -0.009821502523292152 0 0 0 171 image_171.png

172 0.6086084839763489 0.7358422640486966 -0.22876269299178936 0.18920757375655645 0 0 0 172 image_172.png

173 0.3059804022695098 0.9045684719368594 -0.28121723003365945 0.09512487864381322 0 0 0 173 image_173.png

174 0.30345634682773026 0.8971066144609352 0.3041824720377794 -0.10289310747272036 0 0 0 174 image_174.png

175 0.6035880081865734 0.729772262079985 0.24744428362627632 -0.20465895624845146 0 0 0 175 image_175.png

176 0.9471966406876062 0.32039986586688585 0.004084003460748575 -0.012073555330878798 0 0 0 176 image_176.png

177 0.6291360190185893 0.5203526995810186 -0.36801744562601274 0.44495403956711327 0 0 0 177 image_177.png

178 -0.191630358329172 -0.5665159010274992 0.7592015320999846 -0.25680843698498285 0 0 0 178 image_178.png

179 0.18502227326384293 0.5469805255838726 0.7733948270435684 -0.26160945038457484 0 0 0 179 image_179.png

180 0.6175901782279428 0.5108031760876347 0.38116119204043225 -0.46084556278375877 0 0 0 180 image_180.png

181 0.7077878965143974 0.23941720321616577 0.21296045786181172 -0.6295740939231548 0 0 0 181 image_181.png

182 0.9426668010730739 0.3188676084851403 0.0315627669462745 -0.09330885357949853 0 0 0 182 image_182.png

183 0.7668342552845097 0.6342416525720557 0.06277972951261122 -0.07590425961197905 0 0 0 183 image_183.png

184 0.5837996455855838 0.7058470149965984 0.3091540723289846 -0.25569850370493635 0 0 0 184 image_184.png

185 0.5757665470069206 0.47621127411841946 0.4235877719017151 -0.5121416847373192 0 0 0 185 image_185.png

186 0.8174790435096642 0.2765214469424344 -0.16189085690903973 0.4785971722154697 0 0 0 186 image_186.png

187 -0.20255807191314748 -0.06851752819985726 -0.3130145345445308 0.9253634296837544 0 0 0 187 image_187.png

188 0.322008021057084 0.3893260260038077 0.6649973524436469 -0.5500132735615778 0 0 0 188 image_188.png

189 0.2935076787615674 0.8676953723288232 0.3800420813818557 -0.1285534897468306 0 0 0 189 image_189.png

190 0.6225996597527526 0.7527584269573836 -0.16477556906369173 0.1362843577236163 0 0 0 190 image_190.png

191 0.30915407578405063 0.25569850656258986 -0.5837996521100534 0.705847007051777 0 0 0 191 image_191.png

192 -0.06277972951261122 -0.07590425961197905 0.7668342552845097 -0.6342416525720557 0 0 0 192 image_192.png

193 -0.031562767105366145 -0.09330885404982037 0.9426668058245713 -0.31886759428493455 0 0 0 193 image_193.png

194 -0.2129604585327017 -0.629574095906504 0.7077878987441439 -0.2394171908121868 0 0 0 194 image_194.png

195 -0.423587763525184 -0.5121416746096171 0.5757665485613049 -0.47621129058180933 0 0 0 195 image_195.png

196 0.3800420812630699 0.128553472533386 -0.29350768725646076 0.8676953720576167 0 0 0 196 image_196.png

197 -0.16477556906369173 -0.1362843577236163 -0.6225996597527526 0.7527584269573836 0 0 0 197 image_197.png

198 0.16189085731704392 0.4785971734216506 0.8174790455699095 -0.27652143852524175 0 0 0 198 image_198.png

199 0.31301451518227813 0.9253634361515859 -0.20255806980404253 0.06851753553794733 0 0 0 199 image_199.png

200 0.6649973500193674 0.5500132873937359 -0.3220080001879459 0.38932602786419823 0 0 0 200 image_200.png

201 0.6735152773231385 0.22782406959258467 -0.2253196094833383 0.6661114306997629 0 0 0 201 image_201.png

202 0.15335484561082788 0.05187399550645294 -0.31619906166276723 0.9347777989027451 0 0 0 202 image_202.png

203 0.12475006145322515 0.10317964789009851 -0.6289337969654231 0.7604167682681306 0 0 0 203 image_203.png

204 -0.2924809017734309 -0.35362608700007386 0.6846494320264411 -0.5662673113615938 0 0 0 204 image_204.png

205 0.5478866735723503 0.45315209370495346 -0.44817066373281506 0.5418638473472186 0 0 0 205 image_205.png

206 -0.4253819036035228 -0.14389019692966906 -0.2863012034789103 0.8463908483677691 0 0 0 206 image_206.png

207 0.9364157760146657 0.3167531004110065 -0.04837578093713818 0.14301311698438082 0 0 0 207 image_207.png

208 0.5694656001363119 0.6885163457595954 -0.34603683774393773 0.2862039112371095 0 0 0 208 image_208.png

209 -0.14704598081830825 -0.43471137515350544 0.8416372538209512 -0.2846932258028942 0 0 0 209 image_209.png

210 0.09622152863711697 0.11633733459363181 0.7617491998893238 -0.6300358707838475 0 0 0 210 image_210.png

211 0.6846494221654119 0.5662673339709602 0.2924808804450698 -0.3536260875275823 0 0 0 211 image_211.png

212 0.628933796965423 0.7604167682681305 0.12475006145322513 -0.1031796478900985 0 0 0 212 image_212.png

213 0.3161990617281348 0.9347777990959909 0.15335484564253077 -0.05187399153196195 0 0 0 213 image_213.png

214 0.22531960876464047 0.6661114285750794 0.6735152751748392 -0.22782408286653283 0 0 0 214 image_214.png

215 0.44817066548568824 0.5418638494665421 0.5478866893139919 -0.4531520704045929 0 0 0 215 image_215.png

216 0.8416372538909772 0.2846932346790657 0.14704596312557391 -0.4347113751896743 0 0 0 216 image_216.png

217 0.7617491998893238 0.6300358707838475 -0.09622152863711697 0.11633733459363181 0 0 0 217 image_217.png

218 0.28630119539769283 0.8463908505008794 -0.42538190467558834 0.14389019729230726 0 0 0 218 image_218.png

219 0.04837578791031338 0.14301311407741796 0.9364157728935418 -0.3167531098854853 0 0 0 219 image_219.png

220 -0.34603683347916697 -0.2862039077097565 -0.5694656147602895 0.6885163372738967 0 0 0 220 image_220.png

221 0.9469976245531609 0.32033253059283545 -0.007733959106457655 0.02286383194480469 0 0 0 221 image_221.png

222 0.7526981532822596 0.2546085954894077 -0.19454363849168044 0.5751284429332335 0 0 0 222 image_222.png

223 0.6122998405714136 0.5064276280313281 -0.3869558372960066 0.4678516247543986 0 0 0 223 image_223.png

224 0.6012172271027003 0.7269058500255275 -0.2557422859359317 0.21152213647244922 0 0 0 224 image_224.png

225 0.7703572607957283 0.6371554931403988 -0.015383151835695668 0.018599111266870617 0 0 0 225 image_225.png

226 0.270893568741432 0.09163279563100493 -0.3070442773068333 0.907713565477845 0 0 0 226 image_226.png

227 0.7795761960988277 0.2637003838608602 0.18202982364020817 -0.5381340031379098 0 0 0 227 image_227.png

228 0.6107245351121062 0.7384007369874539 0.2203646673614849 -0.18226164491507474 0 0 0 228 image_228.png

229 0.3022644655571127 0.8935829463744317 -0.3143831214650848 0.10634361169403878 0 0 0 229 image_229.png

230 -0.3620653748346018 -0.43775763185734834 0.6341644193886904 -0.5245115911759537 0 0 0 230 image_230.png

231 -0.2557422909932855 -0.21152214065534095 -0.6012172184924507 0.7269058541505142 0 0 0 231 image_231.png

232 0.3869558372960066 0.4678516247543986 0.6122998405714136 -0.5064276280313281 0 0 0 232 image_232.png

233 0.1945436194439473 0.5751284451482712 0.7526981561811856 -0.25460859647000195 0 0 0 233 image_233.png

234 0.0077339492725694925 0.0228638319465437 0.946997624625189 -0.32033253061719974 0 0 0 234 image_234.png

235 0.015383166225035931 0.01859911112414569 0.7703572645557906 -0.6371554882510269 0 0 0 235 image_235.png

236 -0.3143831238420499 -0.10634361249807384 -0.302264442828834 0.8935829531305689 0 0 0 236 image_236.png

237 0.6341644193886904 0.5245115911759537 0.3620653748346018 -0.43775763185734834 0 0 0 237 image_237.png

238 0.30704427753777014 0.9077135661605625 0.27089356894517885 -0.09163278749184987 0 0 0 238 image_238.png

239 -0.18202982069837276 -0.5381339944409741 0.7795762026143152 -0.26370038437773347 0 0 0 239 image_239.png

240 0.22036466655096207 0.18226166442501593 -0.6107245328658015 0.7384007342715436 0 0 0 240 image_240.png

